,Date,Ticker,Adj Close,diffs
1002,2024-03-01,A,146.22000122070312,0.1239046453569066
1003,2024-03-01,AAL,14.880000114440918,0.04567818644514432
1004,2024-03-01,AAPL,169.1199951171875,-0.08169304003161038
1005,2024-03-01,ABBV,181.05999755859375,0.11186074637423205
1006,2024-03-01,ABNB,163.8699951171875,0.13688078126185976
1007,2024-03-01,ABT,119.33999633789062,0.05980130078976287
1008,2024-03-01,ACGL,88.81999969482422,0.07752031258026348
1009,2024-03-01,ACN,380.8299865722656,0.050402946472957844
1010,2024-03-01,ADBE,543.0900268554688,-0.12090064246073884
1011,2024-03-01,ADI,190.80091857910156,-0.003431074853873839
1012,2024-03-01,ADM,54.150001525878906,-0.01651488398662415
1013,2024-03-01,ADP,243.75999450683594,-0.008218749623621124
1014,2024-03-01,ADSK,251.10000610351562,-0.01067724471512399
1015,2024-03-01,AEE,73.12000274658203,0.05102778593258961
1016,2024-03-01,AEP,83.91999816894531,0.08633196762799344
1017,2024-03-01,AES,16.219999313354492,-0.017562556810488794
1018,2024-03-01,AFL,82.16000366210938,-0.019672769575113547
1019,2024-03-01,AIG,74.8499984741211,0.07682342359053496
1020,2024-03-01,AIZ,179.83999633789062,0.07536824264246933
1021,2024-03-01,AJG,248.6199951171875,0.07352331049426697
1022,2024-03-01,AKAM,110.16000366210938,-0.10606183022625737
1023,2024-03-01,ALB,119.58999633789062,0.04226946631007866
1024,2024-03-01,ALGN,303.7900085449219,0.13642825161406846
1025,2024-03-01,ALL,156.13429260253906,0.011529703329993701
1026,2024-03-01,ALLE,128.41000366210938,0.03648401238783605
1027,2024-03-01,AMAT,212.1699981689453,0.29354571086544046
1028,2024-03-01,AMCR,9.199999809265137,-0.01086268093573961
1029,2024-03-01,AMD,210.6300048828125,0.2560677548824666
1030,2024-03-01,AME,180.36000061035156,0.11298980076381504
1031,2024-03-01,AMGN,276.5899963378906,-0.1129885655368893
1032,2024-03-01,AMP,415.4700012207031,0.077755479768713
1033,2024-03-01,AMT,206.00999450683594,0.052951704234823094
1034,2024-03-01,AMZN,173.50999450683594,0.11797679071282441
1035,2024-03-01,ANET,284.5,0.09981447369445573
1036,2024-03-01,ANSS,335.8599853515625,0.024494399866397787
1037,2024-03-01,AON,317.0899963378906,0.06471863882821172
1038,2024-03-01,AOS,84.5,0.09306113022976259
1039,2024-03-01,APA,30.6299991607666,-0.014310806210668825
1040,2024-03-01,APD,243.10000610351562,-0.049313676740315504
1041,2024-03-01,APH,110.51000213623047,0.09307619984305027
1042,2024-03-01,APTV,78.12999725341797,-0.03934593022983113
1043,2024-03-01,ARE,123.5999984741211,0.022332480679615685
1044,2024-03-01,ATO,115.19999694824219,0.018236622114062184
1045,2024-03-01,AVB,184.24000549316406,0.029216307171767486
1046,2024-03-01,AVGO,1350.0,0.14406779661016955
1047,2024-03-01,AVY,213.21791076660156,0.07305097531002325
1048,2024-03-01,AWK,120.30999755859375,-0.024276164496937036
